25000000,1000,128,328057.471849
25000000,1000,64,327263.518889
25000000,1000,32,363174.234517
25000000,1000,16,448425.938934
25000000,1000,8,625320.692826
25000000,1000,4,910171.069764
25000000,1000,2,1170049.988665
