25000000,1000,128,527105,1056184486,792510233,26699745,3333879,1.33
25000000,1000,64,521876,1180860984,903641110,27215699,3024324,1.31
25000000,1000,32,524434,1439767628,1095585180,28190619,3077985,1.31
25000000,1000,16,556859,1535409168,1349560062,28646878,3320512,1.14
25000000,1000,8,681835,1911698050,1805904432,30302339,3395223,1.06
25000000,1000,4,968615,2770035229,2824696931,33670809,3883534,0.98
25000000,1000,2,1527345,4871841244,5326651059,42006316,4667995,0.91
