10000,10000,128,2229,2855100,4266464,97908,33039,0.67
10000,1000,128,2189,2637399,4324958,46420,16924,0.61
100000,100000,128,17578,36656408,42588511,1208669,1000323,0.86
100000,10000,128,20148,44314685,47680449,1128579,865165,0.93
100000,100,128,29823,60798041,59737036,1224348,453266,1.02
1000000,1000000,128,252511,647640723,425826870,16264479,12538525,1.52
1000000,100000,128,262090,783713108,476736911,15544956,11532689,1.64
